,company,drivertrain,exterior_color,interior_color,mile,photos,price,review_no,star,subname,title,transmission,vendor,video,year
3907,Land,4wd,Montalcino Red,Ebony / Ebony,43725,29,62000,22,5.0,Rover,Land Rover Range Rover Sport 5.0L Supercharged Dynamic,8-speed,Lexus of Orlando,1,2016
3908,INFINITI,4wd,Liquid Platinum,Wheat,8870,32,34999,10079,5.0,QX60,INFINITI QX60 FWD,1-speed,Off Lease Only Orlando,1,2018
3909,Mercedes-Benz,rwd,Selenite Grey Metallic,Crystal Grey/Black,12363,32,24999,10079,5.0,C,Mercedes-Benz C 300,7-speed,Off Lease Only Orlando,1,2017
3910,Volkswagen,4wd,Deep Black Pearl,Black,31529,25,14999,39,5.0,Tiguan,Volkswagen Tiguan 4MOTION Auto S,6-speed,Flow Volkswagen Subaru Volvo Cars,1,2015
3911,Volkswagen,4wd,White,Cornsilk Beige,33847,22,23877,9,5.0,Eos,Volkswagen Eos Komfort Edition,6-speed,Wyatt Johnson Volkswagen Kia,1,2015
3912,Nissan,4wd,Black,Charcoal,19522,22,24683,8,5.0,Pathfinder,Nissan Pathfinder SV,6-speed,Tim Short Chrysler Dodge Jeep Ram Hyundai - Fiat,1,2017
3913,Lexus,rwd,Ultra White,Red,27725,25,32999,211,5.0,IS,Lexus IS 350,8-speed,Johnson Lexus of Durham,0,2016
3914,BMW,4wd,Jet Black,Black,82791,31,29900,263,5.0,X5,BMW X5 xDrive35i,8-speed,Mercedes-Benz of Jackson,1,2015
3915,Chevrolet,4wd,Black,Black,17015,22,28998,6,5.0,Silverado,Chevrolet Silverado 1500 LT,6-speed,CarMax Memphis,1,2016
3916,Dodge,rwd,Blue,Red,43093,20,22998,6,5.0,Challenger,Dodge Challenger R/T,6-speed,CarMax Memphis,1,2014
3917,Lexus,rwd,Black,Flaxen,30417,32,25995,65,5.0,GS,Lexus GS 350,8-speed,Auto Universe,1,2014
3918,Ford,4wd,Ingot Silver Metallic,Ebony Black,44106,47,29500,193,5.0,Explorer,Ford Explorer Sport,6-speed,Heritage Ford,1,2016
3919,Ford,4wd,Red,Steel Gray,22338,32,27954,19,5.0,F-150,Ford F-150 FX4,6-speed,Piles Chevrolet,1,2014
3920,Honda,4wd,Kona Coffee Metallic,Beige,33507,22,21500,330,5.0,CR-V,Honda CR-V EX-L,6-speed,Superior Acura,1,2015
3921,Toyota,4wd,Red,Graphite,203170,32,8000,26,5.0,Tacoma,Toyota Tacoma Access Cab,5-speed,Don Wood Ford Lincoln,1,2007
3922,Ford,4wd,Tuxedo Black,Medium Light Stone,86185,27,8700,317,5.0,Focus,Ford Focus Titanium,5-speed,Courtesy Auto Sales,1,2012
3923,Nissan,4wd,Super Black,Charcoal,26446,27,19995,101,5.0,Rogue,Nissan Rogue SL,6-speed,Nissan North,1,2015
3924,Nissan,4wd,Black,Charcoal,8763,26,15995,101,5.0,Altima,Nissan Altima 2.5 S,6-speed,Nissan North,1,2017
3925,Buick,4wd,Galaxy Silver Metallic,Chestnut Brown / Ebony,22427,32,19999,9252,5.0,Envision,Buick Envision Essence,6-speed,Off Lease Only Miami,1,2017
3926,Chevrolet,4wd,Black,Cocoa,48629,25,45894,254,5.0,Tahoe,Chevrolet Tahoe LTZ,6-speed,Parker Cadillac,1,2016
3927,BMW,4wd,Pewter,Beige,68884,32,11800,7,5.0,328,BMW 328 i xDrive,6-speed,Rock's Auto Exchange,1,2011
3928,Nissan,4wd,Gun Metallic,Charcoal,75348,32,14900,7,5.0,Rogue,Nissan Rogue SL,xtronic,Rock's Auto Exchange,1,2015
3929,GMC,4wd,White Diamond Tri-Coat,Cocoa,62577,27,36900,65,5.0,Yukon,GMC Yukon SLT,6-speed,INFINITI of Central Arkansas,1,2015
3930,Toyota,4wd,Midnight Black Metallic,Black,13319,32,31777,18,5.0,4Runner,Toyota 4Runner SR5 Premium,5-speed,Shenandoah Buick GMC,1,2017
3931,Honda,4wd,Urban Titanium Metallic,5-Speed Automatic,69499,20,14382,78,5.0,CR-V,Honda CR-V LX,awd,Straub Honda Hyundai Nissan,1,2012
3932,Mercedes-Benz,4wd,Iridium Silver Metallic,Black,176818,47,12500,288,5.0,GL,Mercedes-Benz GL 550 4MATIC,7-speed,Mercedes-Benz of Chantilly,1,2010
3933,Hyundai,4wd,Electric Blue Metallic,Black,750,30,22745,247,5.0,Elantra,Hyundai Elantra GT Sport,7-speed,Brown's Fairfax Mazda,1,2018
3934,BMW,rwd,Silver,Black,63012,32,27750,362,5.0,M6,BMW M6,6-speed,Passport BMW,0,2008
3935,Cadillac,4wd,Red Passion Tintcoat,Jet Black,5769,35,63900,7,5.0,Escalade,Cadillac Escalade Premium,8-speed,Steinle Cadillac GMC,1,2016
3936,Honda,4wd,Beige,Beige,223174,32,5780,20,5.0,CR-V,Honda CR-V EX,5-speed,Furthmiller Motors LLC,1,2007
3937,Mercedes-Benz,4wd,Designo Diamond White,Black,34096,31,59000,68,5.0,S,Mercedes-Benz S 550 4MATIC,7-speed,Mercedes-Benz of Willoughby,1,2015
3938,Chevrolet,4wd,Black,Black,100761,32,23995,11,5.0,Avalanche,Chevrolet Avalanche LTZ,6-speed,William H. Wessels,1,2013
3939,Chevrolet,4wd,Victory Red,Gray,108111,25,3816,500,5.0,Cobalt,Chevrolet Cobalt LS,5-speed,Susquehanna Chrysler Dodge Jeep RAM,1,2009
3940,Chevrolet,4wd,Mosaic Black Metallic,Ebony,33287,32,28383,726,5.0,Traverse,Chevrolet Traverse LTZ,6-speed,Pat Milliken Ford,1,2016
3941,Volkswagen,4wd,Gray,BLACK,43775,25,27990,424,5.0,Touareg,Volkswagen Touareg TDI Lux,8-speed,Fox Valley Volkswagen of St. Charles,1,2013
3942,Volkswagen,4wd,Night Blue Metallic,Titan Black,14023,21,13497,130,5.0,Passat,Volkswagen Passat 1.8T Wolfsburg Edition,6-speed,Piazza Acura and VW of Ardmore,1,2015
3943,RAM,4wd,Stone White,Black/Light Graystone Interior,147505,32,5995,10,5.0,Tradesman,RAM Tradesman,6-speed,Highland Park Truck & Auto Center,1,2013
3944,Mercedes-Benz,4wd,Black,Black,150037,32,12500,84,5.0,GL,Mercedes-Benz GL 550 4MATIC,7-speed,Green Family Chevrolet,1,2009
3945,Toyota,4wd,Super White,Black,29035,32,34800,555,5.0,Tundra,Toyota Tundra TRD Pro,6-speed,Harold Zeigler Chrysler Dodge Jeep RAM,1,2016
3946,Toyota,4wd,Gray,Black,31010,22,17998,6,5.0,RAV4,Toyota RAV4 XLE,6-speed,CarMax Gulf Freeway,1,2015
3947,BMW,4wd,Black Sapphire Metallic,Black,20000,32,29988,30,5.0,M235,BMW M235 i xDrive,8-speed,International European Motor Group,1,2015
3948,Lincoln,4wd,Black Velvet Metallic,Ebony,13052,32,25390,3414,5.0,MKZ,Lincoln MKZ Base,6-speed,Ditschman/Flemington Ford Lincoln,1,2016
3949,Chevrolet,4wd,White,Black,110722,29,10423,6,5.0,Equinox,Chevrolet Equinox LTZ,6-speed,Siegfried Motor,1,2011
3950,Cadillac,4wd,White,Jet Black,46093,49,21369,679,5.0,XTS,Cadillac XTS Luxury,6-speed,Gold Coast Cadillac,0,2014
3951,Honda,4wd,Basque Red Pearl Ii,Beige,87696,32,12990,1985,5.0,CR-V,Honda CR-V EX,5-speed,World Subaru,0,2012
3952,Ford,rwd,Blue,Ebony,4387,23,21681,176,5.0,Mustang,Ford Mustang EcoBoost,not,Bob Tomes Ford,1,2017
3953,Jeep,4wd,Bright White Clearcoat,Dark Slate Gray,44778,25,14000,381,5.0,Compass,Jeep Compass Latitude,6-speed,Garber Chevrolet Midland,1,2016
3954,Porsche,rwd,White,Black,27485,23,42494,93,5.0,Boxster,Porsche Boxster S,7-speed,Clay Cooley Chevrolet Dallas,0,2013
3955,Chevrolet,4wd,Silver,Black,80059,32,18800,402,5.0,Silverado,Chevrolet Silverado 1500 LT,4-speed,Pellegrino Auto Sales,1,2011
3956,Chevrolet,4wd,Summit White,Jet Black,14297,36,29621,8587,5.0,Colorado,Chevrolet Colorado LT,8-speed,Zeck Ford,0,2018
3957,Chevrolet,4wd,Tungsten Metallic,Jet Black,8862,32,14297,100,5.0,Cruze,Chevrolet Cruze LT Automatic,6-speed,360 Smart Car,1,2017
3958,Volkswagen,4wd,Black Uni,Cornsilk,10363,35,15995,570,5.0,Passat,Volkswagen Passat 1.8T Auto SE,6-speed,Sunrise Volkswagen,1,2015
3959,Jeep,4wd,Brilliant Black Crystal Pearlcoat,Black,34000,30,13999,1284,5.0,Cherokee,Jeep Cherokee Sport,9-speed,Don Davis Dodge Chrysler Jeep RAM,1,2016
3960,Chevrolet,rwd,Red,Red,32048,32,37995,735,5.0,Corvette,Chevrolet Corvette Stingray,8-speed,Auto Expo Ent Inc,0,2015
3961,Nissan,4wd,Fresh Powder,Marble Gray,3126,31,14600,141,5.0,Sentra,Nissan Sentra S,xtronic,Nissan 112,0,2017
3962,Nissan,4wd,Silver Ice,Gray,71840,32,7900,141,5.0,Rogue,Nissan Rogue SV,cvt,Nissan 112,0,2009
3963,Kia,4wd,Bright Silver,Black,41692,30,11900,141,5.0,Sorento,Kia Sorento LX,6-speed,Nissan 112,0,2013
3964,Nissan,4wd,Sapphire Black,Black,33960,32,12900,141,5.0,Juke,Nissan Juke S,xtronic,Nissan 112,0,2014
3965,Nissan,4wd,Super Black,Charcoal,65341,30,9900,141,5.0,Altima,Nissan Altima 2.5 S,xtronic,Nissan 112,0,2015
3966,Toyota,4wd,Gy,Ash,24945,30,16900,141,5.0,RAV4,Toyota RAV4 XLE,6-speed,Nissan 112,0,2013
3967,Jaguar,rwd,Polaris White,Truffle / Cashew,28050,29,44900,68,5.0,XJ,Jaguar XJ XJL Portfolio,8-speed,Land Rover Oklahoma City,1,2016
3968,Cadillac,4wd,Black Raven,Tuscan Brown,6945,31,82500,356,5.0,Escalade,Cadillac Escalade Platinum,8-speed,Bob Moore Cadillac,1,2017
3969,Hyundai,4wd,Deep Blue Mica,Gray,189127,31,6649,9,5.0,Veracruz,Hyundai Veracruz GLS,6-speed,Don Hattan Derby,1,2007
3970,GMC,4wd,Fire Red,Light / Dark Titanium,51483,32,26507,99,5.0,Sierra,GMC Sierra 1500 SLT,6-speed,"Reymore Chevrolet Sales, Inc.",1,2013
3971,Toyota,4wd,White,Black,91828,32,16995,12,5.0,Avalon,Toyota Avalon Hybrid Limited,6-speed,Texas Sport Cars,1,2014
3972,Toyota,4wd,Celestial Silver Metallic,Black,34543,31,15998,158,5.0,Venza,Toyota Venza LE,6-speed,Jordan Motorcars,1,2015
3973,Volkswagen,4wd,Pure White,Marrakesch Brown,12528,31,24900,213,5.0,Golf,Volkswagen Golf Alltrack TSI SEL,6-speed,Gene Langan Volkswagen Inc,1,2017
3974,Toyota,4wd,Super White,Black,159915,23,23491,10,5.0,Tundra,Toyota Tundra Platinum,6-speed,Bluebonnet Chrysler Dodge Certified Pre-Owned,1,2014
3975,Chevrolet,4wd,Gold Mist Metallic,Ebony,94596,25,6995,18,5.0,Impala,Chevrolet Impala LT,4-speed,Sugar Loaf Ford Lincoln,1,2010
3976,Lexus,4wd,Millennium Silver Metallic,Light Gray,141197,20,8997,99,5.0,RX,Lexus RX 330,5-speed,Lexus of Warwick,1,2006
3977,Land,4wd,Santorini Black,Ebony,19014,28,52998,393,5.0,Rover,Land Rover LR4 Base,8-speed,Herb Chambers Lexus of Hingham,1,2016
3978,Chevrolet,4wd,Tungsten Metallic,Jet Black,28501,28,19495,170,5.0,Equinox,Chevrolet Equinox LT,6-speed,Lannan Chevrolet of Lowell,1,2016
3979,Cadillac,4wd,White Diamond Tricoat,BROWN,46529,32,48976,242,5.0,Escalade,Cadillac Escalade Premium,8-speed,Volkswagen of Inver Grove,1,2015
3980,Jeep,4wd,Winter Chill Pearlcoat,New Saddle/Black,75346,32,19900,45,5.0,Grand,Jeep Grand Cherokee Overland,5-speed,Cantin Chevrolet,1,2012
3981,Volkswagen,4wd,Blue,Beige,35991,24,14975,26,5.0,Passat,Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,6-speed,Denver Auto Company,1,2015
3982,Subaru,4wd,Ice Silver Metallic,Black,73518,27,15791,484,5.0,Outback,Subaru Outback 2.5i Limited,6-speed,Groove Toyota,1,2012
3983,Toyota,4wd,Sizzling Crimson Mica,5-Speed Automatic,68561,32,21977,20,5.0,Highlander,Toyota Highlander Limited,awd,Custom Cars West,1,2013
3984,Toyota,4wd,Silver Sky Metallic,6-Speed Automatic,30370,49,30000,21,5.0,Tundra,Toyota Tundra SR5,4-speed,MINI North Scottsdale,1,2016
3985,Chevrolet,4wd,Blue Velvet Metallic,Jet Black / Dark Titanium,42783,26,9490,9,5.0,Sonic,Chevrolet Sonic LT,6-speed,Hertz Car Sales Scottsdale,1,2016
3986,Hyundai,4wd,Venetian Red,Beige,82181,26,10490,21,5.0,Sonata,Hyundai Sonata SE,6-speed,Hertz Car Sales Bell Road,1,2016
3987,Kia,4wd,Shadow Black,Black,44259,26,12990,21,5.0,Soul,Kia Soul +,6-speed,Hertz Car Sales Bell Road,1,2016
3988,Toyota,4wd,Silver,Gray,200973,31,13995,47,5.0,Sequoia,Toyota Sequoia Base,6-speed,AutoForza Motors,1,2008
3989,Ford,4wd,Magnetic,Charcoal Black,34762,27,9500,2015,5.0,Fiesta,Ford Fiesta SE,5-speed,Team Ford Lincoln,1,2015
3990,Chevrolet,rwd,Jet Black,Black Leather,12680,31,23889,8,5.0,Corvette,Chevrolet Corvette Z06,6-speed,Autobahn West Enterprises,1,2001
3991,Aston,rwd,Speedway White,Dark Grey,8462,21,75000,591,5.0,Martin,Aston Martin V8 Vantage GT,7-speed,House of Imports,1,2015
3992,Toyota,4wd,Super White,Black,38550,28,11100,26,5.0,Yaris,Toyota Yaris SE,4-speed,Hertz Car Sales Norwalk,1,2016
3993,Cadillac,4wd,Black Ice Metallic,Ebony,91342,25,12876,7,5.0,SRX,Cadillac SRX Base,6-speed,Delux Motors,0,2013
3994,Audi,4wd,Florett Silver Metallic,Black,80509,27,32942,301,5.0,SQ5,Audi SQ5 3.0T Prestige quattro,8-speed,Elk Grove Audi,1,2016
3995,Toyota,4wd,Gray,Tan,37674,31,28991,156,5.0,Highlander,Toyota Highlander XLE,6-speed,Volvo Cars Palo Alto,0,2014
3996,Scion,rwd,Asphalt,Black,24555,32,18592,1891,5.0,FR-S,Scion FR-S CERTIFIED 1 OWNER!,6-speed,Toyota Marin,1,2015
3997,GMC,4wd,Silver,Black,17064,30,26999,6967,5.0,Canyon,GMC Canyon SLE,6-speed,Northwest Motorsport - Puyallup,1,2015
3998,Chevrolet,4wd,Gold,Black,34733,32,42999,6967,5.0,Suburban,Chevrolet Suburban LT,6-speed,Northwest Motorsport - Puyallup,1,2017
3999,Aston,rwd,Silver,Obsidian Black,22156,20,61895,387,5.0,Martin,Aston Martin V8 Vantage Base,6-speed,Larson Porsche Audi,1,2011
4000,Dodge,rwd,Red Pearlcoat,Light Frost,24669,43,28703,1455,5.0,Durango,Dodge Durango Limited,8-speed,Kia Country,1,2016
4001,Audi,4wd,Brilliant Black,Chestnut Brown,41062,32,26500,73,5.0,Q5,Audi Q5 3.0T Premium Plus quattro,8-speed,Autoline Preowned,1,2014
4002,Chrysler,4wd,Sapphire Crystal Metallic,Dark Frost Beige / Medium Frost Bei,109515,32,10000,276,5.0,Town,Chrysler Town & Country Touring-L,6-speed,CarLotz Charlotte,0,2011
4003,Mercedes-Benz,rwd,Black,Black,39919,32,30000,303,5.0,E,Mercedes-Benz E 350,7-speed,Hi-Line Garage,1,2014
4004,Mercedes-Benz,4wd,Sand Beige Metallic,Natural Beige,84380,28,15998,16,5.0,E,Mercedes-Benz E 550 4MATIC,7-speed,Modern Ford of Boone,1,2010
4005,Honda,4wd,Kona Coffee Metallic,Black,14592,32,26699,317,5.0,CR-V,Honda CR-V Touring,6-speed,Flow Honda,1,2016
4006,Ford,4wd,Gold,Medium / Dark Pebble,161658,31,3300,286,5.0,Escape,Ford Escape XLT,4-speed,Mullinax Ford New Smyrna,1,2003
4007,Lexus,4wd,Satin Cashmere Metallic,Parchment,18328,29,30000,22,5.0,ES,Lexus ES 350 Base,6-speed,Lexus of Orlando,1,2017
4008,Lexus,4wd,Nebula Gray Pearl,Gray,20623,29,30000,22,5.0,ES,Lexus ES 350 Base,6-speed,Lexus of Orlando,1,2017
4009,Kia,4wd,Red,4-Speed Automatic,100353,31,5900,15,5.0,Soul,Kia Soul sport,fwd,Mini of Wesley Chapel,1,2010
4010,Cadillac,rwd,Infrared,Shale,26298,51,23897,4885,5.0,XLR,Cadillac XLR Base,5-speed,Don Mealey Sport Mazda,0,2006
4011,Kia,4wd,Silver,Gray,128266,28,3950,16,5.0,Amanti,Kia Amanti,5-speed,Sharp Motors,1,2008
4012,Ford,rwd,Triple Yellow Tri-Coat,Ebony,27231,21,18785,522,5.0,Mustang,Ford Mustang EcoBoost,6-speed,Gates Hyundai,1,2015
4013,Audi,4wd,Gray,Black,36183,41,26890,25,5.0,Q5,Audi Q5 2.0T Premium quattro,8-speed,Hutch Chevrolet Buick GMC,1,2016
4014,Toyota,4wd,White,Black,23585,24,37127,150,5.0,Tundra,Toyota Tundra TRD Pro,6-speed,Moses Automall of Huntington,1,2017
4015,Ford,4wd,Black,Ebony Black,25601,32,33500,453,5.0,Explorer,Ford Explorer Limited,6-speed,Tri-County Ford,1,2017
4016,Hyundai,rwd,Nordschleife Gray,Black,55975,27,8000,255,5.0,Genesis,Hyundai Genesis Coupe 2.0T,5-speed,Royal Honda,1,2011
4017,Toyota,4wd,Blizzard Pearl,Black / Bordeaux,201160,32,9497,598,5.0,Avalon,Toyota Avalon Limited,6-speed,Valley Subaru,1,2011
4018,GMC,4wd,Onyx Black,Jet Black,16959,32,36945,43,5.0,Sierra,GMC Sierra 1500 SLT,6-speed,Uebelhor & Sons GMC Cadillac,1,2017
4019,Audi,4wd,Ibis White,Black,27839,32,34000,228,5.0,Q5,Audi Q5 2.0T Premium quattro,8-speed,Audi West Palm Beach,1,2017
4020,GMC,4wd,Quicksilver Metallic,Ebony,91274,31,24177,453,5.0,Yukon,GMC Yukon XL 1500 SLT,6-speed,Jeff Schmitt Chevrolet South,0,2014
4021,Chevrolet,4wd,Summit White,Cocoa,46190,32,25500,241,5.0,Silverado,Chevrolet Silverado 1500 LT,6-speed,Sheehan Buick GMC,1,2014
4022,Mercedes-Benz,4wd,Midnight Black,Black,30611,32,17999,1205,5.0,CLA,Mercedes-Benz CLA 250 4MATIC,7-speed,Off Lease Only North Lauderdale,1,2014
4023,Ford,4wd,Oxford White,Dune,23665,32,23999,1205,5.0,Flex,Ford Flex Limited,6-speed,Off Lease Only North Lauderdale,1,2017
4024,Honda,4wd,Crystal Black Pearl,Black,65472,24,14885,740,5.0,Accord,Honda Accord EX-L,6-speed,Dan Tobin Chevrolet Buick GMC,1,2013
4025,Chevrolet,4wd,Summit White,Black,33474,32,18700,1562,5.0,Camaro,Chevrolet Camaro LT,6-speed,"TruWorth Auto - Carmel, IN",1,2013
4026,Dodge,4wd,Billet Silver Metallic Clearcoat,Black / Red,41381,32,12999,9252,5.0,Journey,Dodge Journey SXT,6-speed,Off Lease Only Miami,1,2016
4027,Ford,4wd,Race Red,Black w/Unique Special Edition 40/Console/40 Front,3670,26,31166,165,5.0,F-150,Ford F-150 XLT,6-speed,Miller's Apple Valley Chevrolet Toyota,1,2016
4028,Toyota,4wd,Silver Sky Metallic,Ash,27609,27,20900,1312,5.0,RAV4,Toyota RAV4 XLE,6-speed,Rohrich Toyota,1,2016
4029,Dodge,4wd,Billet Silver Metallic Clearcoat,Black,52594,32,16290,1679,5.0,Grand,Dodge Grand Caravan SXT,6-speed,Easterns Automotive Group of Hyattsville,1,2016
4030,Volkswagen,4wd,Deep Black Pearl,Titan Black,16010,32,17499,441,5.0,Jetta,Volkswagen Jetta 2.0T GLI SE,6-speed,Day Volkswagen Audi,0,2015
4031,Audi,4wd,Glacier White Metallic,Black,32777,21,27678,441,5.0,A6,Audi A6 2.0T Premium Plus quattro,8-speed,Day Volkswagen Audi,0,2015
4032,Jeep,4wd,Deep Cherry Red Crystal Pearlcoat,Dark Slate Gray,36613,32,13216,34,5.0,Compass,Jeep Compass Latitude,6-speed,Braddock Motors,1,2017
4033,Honda,4wd,White Diamond Pearl,Beige,55136,26,15998,161,5.0,CR-V,Honda CR-V EX,5-speed,Sport Honda,1,2014
4034,Honda,4wd,Alabaster Silver Metallic,Gray,57714,26,19798,161,5.0,CR-V,Honda CR-V EX-L,6-speed,Sport Honda,1,2015
4035,Honda,4wd,Modern Steel Metallic,Black,52485,26,23249,161,5.0,Pilot,Honda Pilot EX-L,5-speed,Sport Honda,1,2015
4036,Honda,4wd,Modern Steel Metallic,Black,75180,22,14500,39,5.0,Accord,Honda Accord EX-L,6-speed,Baierl Acura,1,2014
4037,Mercedes-Benz,4wd,Black,Black,92986,32,11250,31,5.0,C,Mercedes-Benz C 300 Sport,7-speed,Carbiz Greater Washington DC,1,2011
4038,Kia,4wd,Metal Bronze,Black,75190,22,9990,18,5.0,Sorento,Kia Sorento LX,6-speed,Preston Hyundai,1,2013
4039,Chevrolet,4wd,Red,Jet Black,12947,24,26845,57,5.0,Colorado,Chevrolet Colorado Z71,6-speed,Terry Henricks Ford,1,2016
4040,Ford,4wd,Ingot Silver Metallic,Charcoal Black,8956,32,7795,50,5.0,Fiesta,Ford Fiesta SE,5-speed,1st Class Imports,1,2017
4041,GMC,4wd,Summit White,Jet Black,12092,33,33000,469,5.0,Sierra,GMC Sierra 1500 SLE,6-speed,Preston Superstore,1,2017
4042,Volvo,4wd,Crystal White Pearl,Blond,15167,31,44800,68,5.0,S90,Volvo S90 T6 Inscription,8-speed,Mercedes-Benz of Willoughby,1,2017
4043,Toyota,4wd,Cypress Pearl,Sand Beige,108349,32,16500,68,5.0,Highlander,Toyota Highlander Limited,5-speed,Mercedes-Benz of Willoughby,1,2012
4044,RAM,4wd,Black,Black,73620,21,19988,74,5.0,1500,RAM 1500 Tradesman,6-speed,Mentor Mitsubishi,1,2013
4045,Subaru,4wd,Venetian Red Pearl,Gray,34289,22,18450,140,5.0,Forester,Subaru Forester 2.5i Premium,6-speed,Adventure Subaru,1,2015
4046,Kia,4wd,Platinum Graphite,Satin Black,31772,27,19000,18,5.0,Sorento,Kia Sorento LX,6-speed,Jimmy Michel Motors,1,2016
4047,Toyota,4wd,Silver Sky Metallic,Black,23230,29,28900,22,5.0,Sienna,Toyota Sienna SE Premium,6-speed,Hawk Volkswagen,1,2015
4048,Cadillac,4wd,Black Raven,Kona Brown,47891,39,52900,337,5.0,Escalade,Cadillac Escalade ESV Luxury,8-speed,Jack Demmer Ford,1,2016
4049,Toyota,4wd,Barcelona Red Metallic,Ash,27071,28,16999,331,5.0,RAV4,Toyota RAV4 LE,6-speed,Oakbrook Toyota in Westmont,0,2015
4050,Ford,rwd,Race Red,Steel Gray,64848,30,18999,1067,5.0,F-150,Ford F-150 XLT,6-speed,Scott Honda of West Chester,1,2013
4051,Dodge,4wd,Tan,Tan,30510,32,15000,37,5.0,Grand,Dodge Grand Caravan SE,a,Nelson Automotive,0,2016
4052,Dodge,4wd,Brilliant Black Crystal Pearlcoat,Black / Tan,83440,32,17900,1102,5.0,Durango,Dodge Durango Citadel,5-speed,Wickstrom Auto Group,0,2011
4053,Chevrolet,4wd,Blue Ray Metallic,Medium Titanium,15540,27,12695,461,5.0,Cruze,Chevrolet Cruze Limited 1LT,6-speed,"Bergey's Chevrolet, Inc.",1,2016
4054,Mazda,4wd,Meteor Gray Mica,Black,101733,27,11995,22,5.0,CX-5,Mazda CX-5 Touring,6-speed,Max Motors (Butler),0,2015
4055,Ford,4wd,Ingot Silver Metallic,Medium Light Stone,108034,32,9820,235,5.0,Flex,Ford Flex SEL,6-speed,Motor Trends,1,2011
4056,Jeep,4wd,Firecracker Red,Black,25945,25,32235,74,5.0,Wrangler,Jeep Wrangler Unlimited Rubicon,5-speed,Preferred Chrysler Dodge Jeep Ram of Grand Haven,1,2015
4057,Toyota,4wd,Red,Black,31555,32,17780,541,5.0,RAV4,Toyota RAV4 XLE,6-speed,Mossy Nissan,1,2015
4058,Nissan,4wd,Black,Beige,1449,30,19187,541,5.0,Altima,Nissan Altima 2.5 SV,6-speed,Mossy Nissan,1,2017
4059,RAM,4wd,Bright White Clearcoat,Diesel Gray / Black,19091,26,24999,71,5.0,2500,RAM 2500 Tradesman,6-speed,All American Ford Point Pleasant,1,2015
4060,Ford,4wd,Black,Black,14506,25,28800,721,5.0,F-150,Ford F-150 XLT,6-speed,Don Jacobs Toyota,1,2017
4061,Lexus,4wd,Cashmere Beige Metallic,Ivory,128500,32,3888,2929,5.0,ES,Lexus ES 300,4-speed,DCH Kay Honda,1,2001
4062,Ford,4wd,Magnetic Metallic,Charcoal Black,37428,33,9444,252,5.0,Fiesta,Ford Fiesta SE,6-speed,"Ewald Chevrolet Buick, LLC",0,2016
4063,Honda,4wd,Dark Cherry Pearl,Beige,77751,28,21450,8,5.0,Pilot,Honda Pilot Touring,5-speed,Beyer Bros. GMC,1,2014
4064,Jeep,4wd,Blue,Dark Slate Gray,36564,32,13999,1544,5.0,Patriot,Jeep Patriot Limited,6-speed,Hillside Automall,1,2014
4065,Cadillac,4wd,White Diamond Tri-Coat,Cashmere / Cocoa,77724,32,24750,100,5.0,Escalade,Cadillac Escalade Base,6-speed,360 Smart Car,1,2011
4066,Lexus,4wd,White,Ivory,92699,33,11188,429,5.0,RX,Lexus RX 350,5-speed,Hiley Mazda  VW of Arlington,1,2007
4067,Lexus,4wd,White,Dark Tan,14512,37,33500,429,5.0,ES,Lexus ES 350 Base,6-speed,Hiley Mazda  VW of Arlington,1,2017
4068,Chevrolet,4wd,Deep Ruby Metallic,Ebony,31699,24,27800,184,5.0,Silverado,Chevrolet Silverado 1500 LTZ,6-speed,Zimbrick Buick GMC Eastside,0,2013
4069,Kia,4wd,Titanium Silver,Black,30527,26,21750,319,5.0,Sorento,Kia Sorento EX,6-speed,Prestige KIA,1,2015
4070,Cadillac,4wd,Black Raven,Jet Black,34757,40,64291,128,5.0,Escalade,Cadillac Escalade ESV Platinum,8-speed,Tradition Chevrolet Cadillac Buick GMC,1,2016
4071,BMW,rwd,Black Sapphire Metallic,Black,31262,32,64900,1185,5.0,M6,BMW M6 Gran Coupe Base,7-speed,Habberstad BMW,1,2015
4072,Audi,4wd,Florett Silver Metallic,Black,4534,27,32888,194,5.0,A5,Audi A5 2.0T Premium Plus quattro,8-speed,Audi of Smithtown,0,2016
4073,Hyundai,4wd,Galactic Gray,Gray,36823,26,11295,16,5.0,Elantra,Hyundai Elantra SE,6-speed,Hertz Car Sales Killeen,1,2017
4074,Cadillac,4wd,Black Raven,Jet Black,21999,32,64240,82,5.0,Escalade,Cadillac Escalade Luxury,8-speed,Jon Murdock Chevrolet,1,2017
4075,Buick,4wd,Red,Cashmere,77454,32,12982,82,5.0,LaCrosse,Buick LaCrosse Premium 2,6-speed,Jon Murdock Chevrolet,1,2012
4076,Mercedes-Benz,4wd,Palladium Silver Metallic,Black,23438,25,25870,116,5.0,C,Mercedes-Benz C 300 Luxury 4MATIC,7-speed,Mercedes-Benz Of Omaha,1,2015
4077,BMW,rwd,Alpine White,Black,59662,32,32999,152,5.0,X5,BMW X5 sDrive35i,8-speed,Jordan Motorcars,1,2016
4078,Chevrolet,4wd,Black,Ebony,71613,25,9488,16,5.0,Impala,Chevrolet Impala LT Fleet,6-speed,Joe's Auto Mall,1,2013
4079,Lexus,4wd,Liquid Platinum,Black,20527,28,42459,130,5.0,RC,Lexus RC F Base,6-speed,Silko Honda,1,2015
