,company,drivertrain,exterior_color,interior_color,mile,photos,price,review_no,star,subname,title,transmission,vendor,video,year
4080,Acura,4wd,Dark Cherry Pearl,Parchment,24127,32,36900,549,5.0,MDX,Acura MDX 3.5L Technology Pkg/w Entertainment Pkg,9-speed,Sunnyside Acura,1,2016
4081,Mitsubishi,4wd,White,Tan,37438,19,8995,12,5.0,Lancer,Mitsubishi Lancer ES,6-speed,Global Auto USA,1,2015
4082,Jeep,4wd,Silver,Dark Saddle / Black,46400,24,23993,484,5.0,Wrangler,Jeep Wrangler Unlimited Sport,5-speed,Groove Toyota,1,2013
4083,Toyota,4wd,Shoreline Blue Metallic,Gray,43912,28,24590,3427,5.0,Highlander,Toyota Highlander Limited,5-speed,Groove Subaru,1,2013
4084,Toyota,4wd,Magnetic Gray Metallic,Graphite,50028,26,28290,484,5.0,Tacoma,Toyota Tacoma Base,5-speed,Groove Toyota,1,2015
4085,Jeep,4wd,Granite Crystal Clearcoat Metallic,Dark Slate Gray,43914,26,11490,9,5.0,Patriot,Jeep Patriot Latitude,6-speed,Hertz Car Sales Scottsdale,1,2016
4086,Ford,4wd,Ingot Silver,Charcoal Black,33343,26,11990,21,5.0,Focus,Ford Focus SE,6-speed,Hertz Car Sales Bell Road,1,2016
4087,Mazda,4wd,Liquid Silver Metallic,Black,41094,26,11990,21,5.0,Mazda3,Mazda Mazda3 i Sport,6-speed,Hertz Car Sales Bell Road,1,2016
4088,Dodge,4wd,White,5-SPEED A/T,76212,29,8990,17,5.0,Charger,Dodge Charger R/T,rear,Fairway Auto Sales,1,2008
4089,Dodge,rwd,White,Black,17059,32,26900,402,5.0,Challenger,Dodge Challenger R/T,8-speed,National City Auto Center,1,2017
4090,Toyota,4wd,Magnetic Gray Metallic,Ash,73888,25,10935,57,5.0,Camry,Toyota Camry LE,6-speed,PCH Pre-Owned Co,1,2012
4091,Ford,4wd,Sterling Gray Metallic,Gray,101303,32,7980,44,5.0,C-Max,Ford C-Max Hybrid SEL,6-speed,Starfire Auto Inc.,1,2013
4092,BMW,4wd,Glacier Silver Metallic,Mocha,3183,26,50991,271,5.0,X5,BMW X5 eDrive xDrive40e,8-speed,Bob Smith BMW,1,2016
4093,BMW,rwd,Alpine White,Sand Beige,36797,23,17991,271,5.0,X1,BMW X1 sDrive 28i,8-speed,Bob Smith BMW,1,2015
4094,Land,4wd,Fuji White,Ebony / Ebony,10723,32,32900,9,5.0,Rover,Land Rover Discovery Sport SE,9-speed,Fresno Lexus,1,2017
4095,Jeep,4wd,Stone White,Black,100393,32,14500,11,5.0,Grand,Jeep Grand Cherokee Laredo,6-speed,OutLet4Cars.com,1,2011
4096,Toyota,4wd,Magnetic Gray Metallic,Black,25077,32,32991,919,5.0,Tundra,Toyota Tundra SR5,6-speed,Toyota of Santa Cruz,1,2016
4097,Ford,4wd,Blue Flame Metallic,Black,29084,32,29467,40,5.0,F-150,Ford F-150 FX4,6-speed,Ron Tonkin Chrysler Jeep Dodge Ram Fiat,1,2014
4098,RAM,4wd,White,Brown,45397,32,34999,6967,5.0,1500,RAM 1500 Longhorn,8-speed,Northwest Motorsport - Puyallup,1,2016
4099,Chevrolet,4wd,Red,Black,13819,24,9999,6967,5.0,Spark,Chevrolet Spark LS,6-speed,Northwest Motorsport - Puyallup,1,2017
4100,Ford,4wd,Magnetic,Charcoal Black,13637,24,11499,1866,5.0,Focus,Ford Focus SE,6-speed,Gwinnett Place Ford Lincoln,0,2017
4101,BMW,rwd,Alpine White,Cinnamon Brown,90005,31,33500,47,5.0,640,BMW 640 i,8-speed,BMW of Columbia,1,2015
4102,Ford,4wd,Black,Beige,177000,23,5500,39,5.0,Escape,Ford Escape Limited,6-speed,Southside Imports,1,2011
4103,BMW,rwd,Black,Black,51131,31,42770,11,5.0,M5,BMW M5 Base,6-speed,United Imports Inc,1,2014
4104,Ford,4wd,White Platinum Tri-Coat Metallic,Camel,28383,37,32247,1455,5.0,Explorer,Ford Explorer Limited,6-speed,Kia Country,1,2017
4105,Chevrolet,rwd,Black,Black,35474,38,20500,33,5.0,Camaro,Chevrolet Camaro 1SS,6-speed,Everett Chevrolet Buick GMC of Morganton,1,2013
4106,INFINITI,4wd,Moonlight White,Stone,86647,32,15891,25,5.0,M37,INFINITI M37 x,7-speed,Hyundai of Cookeville,1,2011
4107,Honda,4wd,Modern Steel Metallic,Gray,34000,32,28900,270,5.0,Odyssey,Honda Odyssey Touring,6-speed,Toddscarteam.com,1,2015
4108,Volkswagen,4wd,Cardinal Red Metallic,Black,46042,25,9998,18,5.0,Jetta,Volkswagen Jetta 1.4T S,6-speed,Hertz Car Sales Winston-Salem,1,2016
4109,Jeep,4wd,Bright White Clearcoat,Dark Slate Gray,47486,25,11888,90,5.0,Compass,Jeep Compass Latitude,6-speed,Hertz Car Sales Orlando East,1,2016
4110,Toyota,4wd,Sizzling Crimson Mica,Black,30613,26,19988,90,5.0,Avalon,Toyota Avalon XLE,6-speed,Hertz Car Sales Orlando East,1,2017
4111,Lexus,rwd,Atomic Silver,Black,13875,29,28500,22,5.0,IS,Lexus IS 200t Base,8-speed,Lexus of Orlando,1,2017
4112,Lexus,rwd,Nebula Gray Pearl,Black,15964,29,29000,22,5.0,IS,Lexus IS 200t Base,8-speed,Lexus of Orlando,1,2017
4113,Lexus,rwd,Eminent White Pearl,Chateau,17363,29,28500,22,5.0,IS,Lexus IS 200t Base,8-speed,Lexus of Orlando,1,2017
4114,Lexus,4wd,Nebula Gray Pearl,Black,8441,22,32454,8,5.0,NX,Lexus NX 200t 200T,6-speed,Tim Short Chrysler Dodge Jeep Ram Hyundai - Fiat,1,2016
4115,Jeep,4wd,Granite Crystal Clearcoat Metallic,Black,38574,21,27824,8,5.0,Grand,Jeep Grand Cherokee Limited,8-speed,Tim Short Chrysler Dodge Jeep Ram Hyundai - Fiat,1,2016
4116,Dodge,4wd,Black,8-SPEED A/T,52812,26,18134,1255,5.0,Challenger,Dodge Challenger SXT,rear,Hanna Imports,0,2015
4117,Mercedes-Benz,4wd,Black,Espresso Brown,5179,32,92900,263,5.0,GLS,Mercedes-Benz GLS 550 Base 4MATIC,9-speed,Mercedes-Benz of Jackson,1,2018
4118,Mazda,4wd,Meteor Gray,Black,29050,32,18995,201,5.0,Mazda6,Mazda Mazda6 i Grand Touring,6-speed,Sunset Chevy Buick GMC,1,2016
4119,Lincoln,rwd,White Platinum Tri-Coat Metallic,Dune,42648,32,34744,192,5.0,Navigator,Lincoln Navigator Base,6-speed,Sunset Cadillac of Sarasota,1,2015
4120,Ford,4wd,White,Gray,147848,26,6995,15,5.0,Transit,Ford Transit Connect XLT,4-speed,Louisville Motors 1,1,2012
4121,Toyota,4wd,White,GREY,203995,32,18990,16,5.0,Tundra,Toyota Tundra Limited,6-speed,KMG Motors,1,2012
4122,Hyundai,4wd,Monaco White,Gray,38936,29,20230,117,5.0,Santa,Hyundai Santa Fe SE,6-speed,Banner Ford,1,2016
4123,Jeep,4wd,Silver,Black,33086,28,16224,117,5.0,Renegade,Jeep Renegade Limited,9-speed,Banner Ford,1,2017
4124,GMC,4wd,Onyx Black,Jet Black,6297,32,37998,19,5.0,Canyon,GMC Canyon Denali,8-speed,Piles Chevrolet,1,2018
4125,Ford,4wd,Silver,Black,44566,28,9853,65,5.0,Fiesta,Ford Fiesta SE,6-speed,"Gateway Ford, Inc.",1,2016
4126,Acura,4wd,Crystal Black Pearl,Ebony,21268,22,24998,329,5.0,TL,Acura TL 3.7,6-speed,Superior Acura,1,2014
4127,Jeep,4wd,Granite Crystal Clearcoat Metallic,Black,1993,32,42607,43,5.0,Grand,Jeep Grand Cherokee Limited,8-speed,Uebelhor & Sons GMC Cadillac,1,2018
4128,Mercedes-Benz,4wd,Citrus White,Black,14598,32,17999,12779,5.0,Base,Mercedes-Benz Base,1-speed,Off Lease Only Palm Beach,1,2014
4129,Jeep,4wd,Black Clearcoat,Black,40102,25,27797,465,5.0,Wrangler,Jeep Wrangler Unlimited Sahara,6-speed,Dorsett Automotive,1,2014
4130,Toyota,4wd,Attitude Black,Ash,91606,27,16695,101,5.0,Sienna,Toyota Sienna LE,6-speed,Nissan North,1,2015
4131,Ford,4wd,Gray,Gray,14885,27,30495,101,5.0,F-150,Ford F-150 XLT,6-speed,Nissan North,1,2016
4132,GMC,4wd,Summit White,Ebony,65952,32,29900,36,5.0,Yukon,GMC Yukon SLT,6-speed,Countryside Motors,1,2014
4133,Chevrolet,4wd,Silver Ice Metallic,Black,57573,20,9490,34,5.0,Captiva,Chevrolet Captiva Sport 2LS,6-speed,Jack Schmitt Chevrolet Wood River,1,2012
4134,GMC,4wd,Steel Gray Metallic,Ebony,195594,32,4000,122,5.0,Envoy,GMC Envoy SLE,4-speed,Tom Kelley Chevrolet Buick Ford,1,2008
4135,Chevrolet,4wd,Red,Dark Ash,29718,35,25500,183,5.0,Silverado,Chevrolet Silverado 1500 LT,6-speed,Ron Marhofer Buick GMC,1,2015
4136,RAM,4wd,Black,Black,27058,42,26356,105,5.0,1500,RAM 1500 SLT,8-speed,Taylor Kia Findlay,1,2016
4137,Ford,4wd,Electric Spice,Charcoal Black,31704,32,14690,34,5.0,Escape,Ford Escape S,6-speed,Braddock Motors,1,2016
4138,RAM,rwd,White,Diesel Gray / Black,5754,25,38624,286,5.0,2500,RAM 2500 Tradesman,6-speed,Robbins Toyota,1,2017
4139,Toyota,4wd,Gray,Black,15616,21,20998,7,5.0,Camry,Toyota Camry XSE,6-speed,CarMax White Marsh,1,2015
4140,Ford,4wd,Gray,Charcoal Black,21384,31,15995,37,5.0,Escape,Ford Escape SE,6-speed,Hondru Chevrolet of Manheim,0,2015
4141,Chevrolet,4wd,Black,Cocoa/Dune,25016,26,43900,24,5.0,Silverado,Chevrolet Silverado 2500 LTZ,6-speed,Faulkner Chevrolet,0,2017
4142,Toyota,4wd,Shoreline Blue Pearl,Black,47257,30,33375,4434,5.0,Highlander,Toyota Highlander Hybrid Limited,6-speed,Toyota of Naperville,1,2015
4143,Toyota,4wd,Cosmic Gray Mica,Black,3611,29,32975,4434,5.0,Avalon,Toyota Avalon Limited,6-speed,Toyota of Naperville,1,2018
4144,Ford,4wd,Shadow Black,Ebony,50777,28,28775,4434,5.0,Expedition,Ford Expedition XLT,6-speed,Toyota of Naperville,1,2017
4145,Chevrolet,4wd,Black,Cocoa / Dune,32126,29,45500,761,5.0,Tahoe,Chevrolet Tahoe LTZ,6-speed,"LaFontaine Cadillac, Buick, GMC",1,2015
4146,BMW,4wd,Jet Black,Sand Beige,96757,41,18500,1659,5.0,X6,BMW X6 50i,8-speed,Motor Werks - Barrington Auto Mall,0,2011
4147,Lexus,4wd,Black,Ivory,26178,30,18888,708,5.0,RX,Lexus RX 350,5-speed,Toyota of Grand Rapids,1,2009
4148,Jeep,4wd,Deep Auburn Pearlcoat,Black,61686,21,24399,71,5.0,Grand,Jeep Grand Cherokee Summit,8-speed,All American Ford Point Pleasant,1,2014
4149,GMC,4wd,Summit White,Dark Titanium,75462,27,18900,815,5.0,Sierra,GMC Sierra 1500 SLT,6-speed,Freehold Subaru Dodge,1,2012
4150,Honda,4wd,White Diamond Pearl,Truffle,35809,32,23500,4296,5.0,Odyssey,Honda Odyssey EX-L,6-speed,DCH Academy Honda,1,2015
4151,Toyota,4wd,Maroon,Ash,157151,32,5100,2929,5.0,Highlander,Toyota Highlander,5-speed,DCH Kay Honda,1,2004
4152,Toyota,4wd,Gray,Ash,57226,24,17990,248,5.0,Sienna,Toyota Sienna LE,6-speed,Gillman Honda of Fort Bend,1,2016
4153,GMC,4wd,Champagne Silver Metallic,Cocoa/Dark Atmosphere w/Perforated Leather-Appoint,28656,64,49997,242,5.0,Yukon,GMC Yukon Denali,8-speed,Randy Curnow Buick GMC,1,2015
4154,INFINITI,4wd,Black,Graphite,25,34,24998,1391,5.0,Q50,INFINITI Q50 Base,7-speed,Prestige Volvo Cars,1,2017
4155,Mercedes-Benz,rwd,Lunar Blue Metallic,Black,87966,32,11680,1444,5.0,C,Mercedes-Benz C 250 Luxury,7-speed,DallasLeaseReturns.com,0,2013
4156,Mercedes-Benz,4wd,Polar White,Almond Beige,33824,32,42950,1327,5.0,GL,Mercedes-Benz GL 450 4MATIC,7-speed,eCarOne.com,1,2016
4157,Ford,4wd,Black,Black,76483,27,7400,402,5.0,Fusion,Ford Fusion SE,6-speed,Pellegrino Auto Sales,1,2010
4158,RAM,4wd,Black,Gray,12145,32,24995,110,5.0,1500,RAM 1500 SLT,8-speed,"Bergen Car Company, Inc.",1,2017
4159,Lexus,4wd,Obsidian Black,Black,51802,32,36950,68,5.0,LS,Lexus LS 460 Base,8-speed,Lexus of Madison,1,2014
4160,Toyota,rwd,Black,Graphite,43248,39,24000,5714,5.0,Tacoma,Toyota Tacoma PreRunner,5-speed,Five Star Ford,1,2013
4161,Kia,4wd,Platinum Graphite,Dark Graphite,25175,28,18999,14,5.0,Sedona,Kia Sedona LX,6-speed,Hertz Car Sales Massapequa,1,2017
4162,Nissan,4wd,Fresh Powder,Marble Gray,12,30,14800,141,5.0,Sentra,Nissan Sentra S,xtronic,Nissan 112,0,2017
4163,Nissan,4wd,Fresh Powder,Marble Gray,12,30,14800,141,5.0,Sentra,Nissan Sentra S,xtronic,Nissan 112,0,2017
4164,Jeep,4wd,Granite Crystal Metallic Clearcoat,Black,40575,30,29900,141,5.0,Grand,Jeep Grand Cherokee Limited,8-speed,Nissan 112,0,2017
4165,Acura,4wd,Black,gray,30332,30,19900,141,5.0,TLX,Acura TLX Base,8-speed,Nissan 112,0,2016
4166,RAM,4wd,Bright White Clearcoat,Black,31745,27,33600,167,5.0,1500,RAM 1500 Laramie,8-speed,Healey Chrysler  Dodge Jeep & RAM,1,2016
4167,Nissan,4wd,Brilliant Silver,Black/Red,10,30,17900,141,5.0,Juke,Nissan Juke SV,xtronic,Nissan 112,0,2016
4168,Nissan,4wd,Brilliant Silver,Black,17424,30,15900,141,5.0,Juke,Nissan Juke SV,xtronic,Nissan 112,0,2015
4169,Kia,4wd,Red,Beige,69340,31,13986,54,5.0,Sorento,Kia Sorento LX,6-speed,Carbone Hyundai of Yorkville,1,2015
4170,Jeep,4wd,Rhino Clear Coat,Black,1851,21,30000,33,5.0,Wrangler,Jeep Wrangler Unlimited Sport,5-speed,Roberts Chrysler Dodge RAM,1,2017
4171,Mazda,4wd,Dolphin Gray Mica,Black,89517,26,15291,63,5.0,CX-9,Mazda CX-9 Grand Touring,6-speed,North Park Mazda,1,2013
4172,Nissan,4wd,Gray,Black,42668,22,15998,10,5.0,Altima,Nissan Altima 2.5 SL,1-speed,CarMax San Antonio,1,2017
4173,Honda,4wd,Modern Steel Metallic,Gray,32631,39,25500,1707,5.0,Odyssey,Honda Odyssey SE,6-speed,Village Pointe Toyota,1,2016
4174,Ford,rwd,Lightning Blue Metallic,Ebony,5189,29,28994,152,5.0,Mustang,Ford Mustang GT,6-speed,Jordan Motorcars,1,2017
4175,Toyota,4wd,Nautical Blue Metallic,Almond,31441,52,28999,533,5.0,Highlander,Toyota Highlander XLE,6-speed,DCH Toyota of Milford,1,2015
4176,GMC,4wd,Quicksilver Metallic,Cocoa/Dune,13705,26,37499,130,5.0,Sierra,GMC Sierra 1500 SLT,6-speed,Silko Honda,1,2016
4177,Chevrolet,4wd,Black Granite,Black,138613,29,7744,14,5.0,Cruze,Chevrolet Cruze ECO,6-speed,Parsons of Eagle River,1,2012
4178,Toyota,4wd,Shoreline Blue Pearl,Ash,24643,26,33500,1163,5.0,Highlander,Toyota Highlander XLE,8-speed,White River Toyota,1,2017
4179,Hyundai,4wd,Electric Blue Metallic,Black,22180,26,14999,35,5.0,Elantra,Hyundai Elantra Limited,6-speed,Used Cars & Trucks For Less,0,2017
4180,Jeep,4wd,Bright White Clearcoat,Light Frost,24635,30,28591,41,5.0,Grand,Jeep Grand Cherokee Limited,8-speed,Bloomington Chrysler Jeep Dodge RAM,1,2015
4181,Jeep,4wd,Brilliant Black Crystal Pearlcoat,Black,29427,32,28586,516,5.0,Grand,Jeep Grand Cherokee Altitude,8-speed,Goss Dodge Chrysler,1,2015
4182,Buick,4wd,Maroon,Black,149399,32,12999,7,5.0,Enclave,Buick Enclave Leather,6-speed,Perfect 10 Auto,1,2012
4183,Toyota,4wd,Midnight Black Metallic,Black,33261,28,35491,484,5.0,4Runner,Toyota 4Runner Limited,5-speed,Groove Toyota,1,2016
4184,Volkswagen,4wd,Tourmaline Blue,Titan Black,2076,38,34569,297,5.0,Atlas,Volkswagen Atlas 3.6L SE,8-speed,McDonald VW,1,2018
4185,Mazda,4wd,Deep Crystal Blue Mica,Sand/Parchment,54130,24,18983,1378,5.0,CX-5,Mazda CX-5 Grand Touring,6-speed,AutoNation Honda Chandler,1,2016
4186,Nissan,4wd,Midnight Jade,Charcoal,31860,26,14790,9,5.0,Rogue,Nissan Rogue S,6-speed,Hertz Car Sales Scottsdale,1,2016
4187,Hyundai,4wd,Platinum Graphite,Beige,37675,26,16490,21,5.0,Santa,Hyundai Santa Fe Sport 2.4L,6-speed,Hertz Car Sales Bell Road,1,2017
4188,Hyundai,4wd,Lakeside Blue,Gray,75834,26,8990,21,5.0,Sonata,Hyundai Sonata Base,6-speed,Hertz Car Sales Bell Road,1,2016
4189,Toyota,4wd,Super White,Black,39182,26,14290,21,5.0,Corolla,Toyota Corolla SE,7-speed,Hertz Car Sales Bell Road,1,2017
4190,Cadillac,4wd,White,Cashmere / Cocoa,95204,32,22499,6,5.0,Escalade,Cadillac Escalade Base,6-speed,Las Vegas Auto Sport,0,2009
4191,Chevrolet,4wd,Gold,Black,22488,30,15735,30,5.0,Malibu,Chevrolet Malibu 1LT,6-speed,Access Auto Sales,1,2016
4192,Toyota,4wd,Blue,5-SPEED A/T,36725,22,21988,315,5.0,Tacoma,Toyota Tacoma PreRunner Access Cab,rear,Freeway Honda,0,2013
4193,Lexus,4wd,Gray,Black,13022,25,25995,49,5.0,IS,Lexus IS 200t Base,8-speed,ZRV Auto Inc.,1,2016
4194,Honda,4wd,Taffeta White,Gray,68889,27,18499,140,5.0,Pilot,Honda Pilot EX,5-speed,Sierra Honda,1,2013
4195,Kia,4wd,Shadow Black,Black,8648,23,13888,97,5.0,Soul,Kia Soul Base,6-speed,Capitol Kia,1,2016
4196,BMW,4wd,Mineral White Metallic,Black/Excl. Stitch,32430,32,37997,184,5.0,435,BMW 435 i,6-speed,BMW of San Francisco,1,2016
4197,BMW,rwd,Singapore Gray Metallic,Silk,27691,33,59988,117,5.0,M5,BMW M5 Base,7-speed,BMW of San Rafael,1,2015
4198,Chevrolet,4wd,Summit White,Dark Titanium,54444,29,20376,40,5.0,Silverado,Chevrolet Silverado 1500 LT,6-speed,Ron Tonkin Chrysler Jeep Dodge Ram Fiat,1,2012
4199,Land,4wd,Loire Blue,Ebony,34903,30,29999,6967,5.0,Rover,Land Rover Range Rover Evoque Pure Plus,9-speed,Northwest Motorsport - Puyallup,1,2015
4200,GMC,4wd,Onyx Black,Jet Black,41849,55,41977,601,5.0,Sierra,GMC Sierra 1500 Denali,8-speed,Jimmy Britt Chevrolet Buick GMC,1,2017
4201,Acura,4wd,Polished Metal Metallic,Graystone,94325,28,12594,67,5.0,ILX,Acura ILX 2.4L w/Premium Package,6-speed,Gerald Jones VW/Audi,0,2014
4202,MINI,4wd,Chili Red,Red/Carbon Black,137049,32,6993,6,5.0,Cooper,MINI Cooper Base,getrag,Team One Toyota,1,2009
4203,Chevrolet,4wd,Blue,Dark Ash,24063,20,30814,62,5.0,Silverado,Chevrolet Silverado 1500 LT,6-speed,Burns of Gaffney,1,2016
4204,Chevrolet,4wd,Red Hot,Jet Black,22991,26,22900,96,5.0,Camaro,Chevrolet Camaro LT,8-speed,Vehicles Direct,1,2017
4205,GMC,rwd,Summit White,Cocoa/Dune,14536,20,46888,30,5.0,Yukon,GMC Yukon SLT,6-speed,Hardee Auto Sales,1,2017
4206,Kia,4wd,White,Black,18393,32,12588,8,5.0,Forte,Kia Forte LX,6-speed,"Scotty's Auto Sales, Inc.",1,2017
4207,Nissan,4wd,Storm Blue,Charcoal,26518,22,12995,8,5.0,Altima,Nissan Altima 2.5 S,6-speed,"Scotty's Auto Sales, Inc.",1,2016
4208,Nissan,4wd,White,Charcoal,43765,25,8688,90,5.0,Versa,Nissan Versa Note SV,6-speed,Hertz Car Sales Orlando East,1,2016
4209,Kia,4wd,Ebony Black,Satin Black,20443,25,19988,90,5.0,Sorento,Kia Sorento LX,6-speed,Hertz Car Sales Orlando East,1,2017
4210,Nissan,4wd,White,Charcoal,45985,25,8688,90,5.0,Versa,Nissan Versa Note SV,6-speed,Hertz Car Sales Orlando East,1,2016
4211,Nissan,4wd,Pearl White,Cashmere,23018,20,30990,34,5.0,Murano,Nissan Murano Platinum,6-speed,Tony Knight Autoplex,1,2016
4212,Lincoln,4wd,Black Velvet,Ebony,17000,21,47792,8,5.0,Navigator,Lincoln Navigator Select,6-speed,Tim Short Chrysler Dodge Jeep Ram Hyundai - Fiat,1,2017
4213,BMW,4wd,Sparkling Brown Metallic,Mocha,58539,32,34995,445,5.0,X5,BMW X5 xDrive50i,8-speed,Performance Automall,0,2014
4214,BMW,4wd,Mineral Gray Metallic,Black,52240,32,29856,112,5.0,428,BMW 428 i xDrive,8-speed,Taggart Cars,1,2015
4215,BMW,rwd,Melbourne Red Metallic,Oyster,22238,32,34500,112,5.0,428,BMW 428 i,8-speed,Taggart Cars,1,2015
4216,GMC,4wd,Crystal Red Tintcoat,Jet Black,70867,28,17509,89,5.0,Terrain,GMC Terrain Denali,6-speed,Seasell Auto,1,2013
4217,Toyota,4wd,Attitude Black Metallic,Black,41295,28,12954,9,5.0,Camry,Toyota Camry SE,6-speed,McGuire Kia,0,2014
4218,RAM,4wd,Green,Canyon Brown / Light Frost Beige,54404,27,44989,10,5.0,2500,RAM 2500 Longhorn,6-speed,Lakeshore of Picayune,1,2014
4219,GMC,4wd,Burgundy,Tan,46135,23,32998,6,5.0,Sierra,GMC Sierra 1500 SLT,6-speed,CarMax Memphis,1,2014
4220,Chevrolet,4wd,White,Black,48003,24,22998,6,5.0,Traverse,Chevrolet Traverse 2LT,6-speed,CarMax Memphis,1,2016
4221,Chevrolet,4wd,White,Black,13274,21,15998,6,5.0,Malibu,Chevrolet Malibu Limited LT,6-speed,CarMax Memphis,1,2016
4222,Lincoln,4wd,Ruby Red Metallic Tinted Clearcoat,Light Dune w/Premium Leather-Trimmed Non-Perforate,29844,29,20671,20,5.0,MKZ,Lincoln MKZ Base,6-speed,D-Patrick Boonville Ford,0,2014
4223,Toyota,4wd,Gray,Ash,18284,27,17992,20,5.0,Camry,Toyota Camry SE,6-speed,Ray Brandt Toyota,1,2016
4224,Land,4wd,Corris Gray,Brown,38841,24,52659,229,5.0,Rover,Land Rover Range Rover Sport HSE,8-speed,Land Rover Fort Lauderdale,1,2015
4225,RAM,4wd,Velvet Red Pearlcoat,Diesel Gray / Black,13889,45,45759,99,5.0,2500,RAM 2500 Power Wagon,6-speed,Dellen Chrysler Dodge Jeep RAM,1,2018
4226,Kia,4wd,Platinum Graphite,Gray,22498,28,21995,11,5.0,Sedona,Kia Sedona LX,6-speed,Gahanna Auto,1,2017
4227,Dodge,4wd,Mineral Gray Metallic,Black,52221,24,18990,317,5.0,Durango,Dodge Durango SXT,5-speed,Courtesy Auto Sales,1,2013
4228,Kia,4wd,Remington Red Metallic,Beige,22900,32,15295,8,5.0,Optima,Kia Optima EX,6-speed,Pride Auto Sales,1,2015
4229,Ford,4wd,Black,Beige,84887,32,9495,8,5.0,Taurus,Ford Taurus SEL,6-speed,Pride Auto Sales,1,2012
4230,Volkswagen,4wd,White Gold Metallic,Cornsilk Beige,82090,32,10000,377,5.0,Jetta,Volkswagen Jetta 2.0L TDI SEL,6-speed,Fairfax Volkswagen / Fairfax Volvo Cars,1,2011
4231,Mazda,4wd,Deep Crystal Blue,Black,18605,30,18491,247,5.0,Mazda6,Mazda Mazda6 i Grand Touring,6-speed,Brown's Fairfax Mazda,0,2015
4232,Ford,4wd,Vista Blue Metallic,Medium Dark Flint,48281,28,16983,356,5.0,Ranger,Ford Ranger Sport,5-speed,Kenny Ross Toyota,1,2011
4233,Mercedes-Benz,4wd,Black,Black,40675,25,32434,173,5.0,ML,Mercedes-Benz ML 350,7-speed,Star Chevrolet,0,2015
4234,RAM,4wd,Gray,Black,40874,42,24995,105,5.0,1500,RAM 1500 SLT,8-speed,Taylor Kia Findlay,1,2016
4235,Honda,4wd,White Orchid Pearl,Ivory,34252,26,20000,161,5.0,Accord,Honda Accord Hybrid EX-L,6-speed,Sport Honda,1,2015
4236,Chevrolet,4wd,Black,Ebony,60002,32,22995,7,5.0,Silverado,Chevrolet Silverado 1500 LT,6-speed,McElwain Motor Car Company,1,2013
4237,Chevrolet,4wd,Blue Ray Metallic,Jet Black,25977,35,12990,57,5.0,Cruze,Chevrolet Cruze LT Automatic,6-speed,Ron Marhofer Chevrolet,1,2016
4238,Hyundai,4wd,Midnight Black,Beige,54156,21,8990,18,5.0,Elantra,Hyundai Elantra GLS,6-speed,Preston Hyundai,1,2013
4239,Ford,4wd,Race Red,Charcoal Black,26000,23,11995,181,5.0,Focus,Ford Focus SE,6-speed,J & J Auto Sales,1,2015
4240,INFINITI,rwd,Black,Black,22000,22,20998,7,5.0,Q40,INFINITI Q40,7-speed,CarMax White Marsh,1,2015
4241,Kia,4wd,Black,Black,12699,21,14598,7,5.0,Forte,Kia Forte LX,6-speed,CarMax White Marsh,1,2018
4242,Jeep,4wd,Gray,Black,14980,21,18598,7,5.0,Compass,Jeep Compass High Altitude,6-speed,CarMax White Marsh,1,2016
4243,Nissan,4wd,Silver,Black,10772,22,18097,7,5.0,NV200,Nissan NV200 SV,1-speed,CarMax White Marsh,1,2017
4244,Dodge,rwd,Gray,Black,18962,21,19589,1759,5.0,Charger,Dodge Charger SE,8-speed,Joe Machens Capital City Ford,1,2017
4245,Ford,4wd,Ingot Silver Metallic,Charcoal Black,60688,32,18995,37,5.0,Flex,Ford Flex Limited,6-speed,Hondru Chevrolet of Manheim,0,2013
4246,Chevrolet,4wd,Nightfall Gray Metallic,Jet Black,27197,28,19900,24,5.0,Malibu,Chevrolet Malibu Premier,6-speed,Faulkner Chevrolet,0,2016
4247,Ford,4wd,Magnetic Metallic,Ebony,25447,29,23975,908,5.0,Edge,Ford Edge SEL,6-speed,Taylor Ford,1,2015
4248,Kia,4wd,Platinum Graphite,Black,26789,32,19916,26,5.0,Cadenza,Kia Cadenza Premium,6-speed,Kia of Jackson,1,2015
4249,Honda,4wd,Black,Black,17508,29,26995,4876,5.0,CR-V,Honda CR-V Touring,6-speed,Valley Honda,1,2016
4250,Land,4wd,Firenze Red,Ebony / Ebony,9733,49,40000,63,5.0,Rover,Land Rover Range Rover Evoque SE Premium,9-speed,Napleton's Aston Martin of Chicago,0,2017
4251,Chevrolet,4wd,Silver Ice Metallic,Jet Black,19695,32,47495,461,5.0,Suburban,Chevrolet Suburban LT,6-speed,"Bergey's Chevrolet, Inc.",1,2017
4252,RAM,4wd,Black Clearcoat,Diesel Gray / Black,46680,32,24700,217,5.0,1500,RAM 1500 SLT,8-speed,Randy Wise Chrysler Dodge Jeep RAM,1,2014
4253,Ford,4wd,Ingot Silver,Black,93184,32,34100,28,5.0,F-150,Ford F-150 SVT Raptor,6-speed,Autos-Mobiles,1,2013
4254,Jeep,4wd,Brilliant Black,Black,29987,23,15900,13,5.0,Compass,Jeep Compass Sport,6-speed,Colonial Auto Sales,1,2016
4255,Jeep,4wd,Gray,Black,32315,32,19309,8,5.0,Renegade,Jeep Renegade Trailhawk,9-speed,Hoyte Chrysler Durant,1,2016
